census_key,FIPS,Tract,Block,Tract_block
33.734_-84.331,130890209003016.00,'020900','3016','020900':'3016'
33.785_-84.363,131210002004010.00,'000200','4010','000200':'4010'
33.738_-84.421,131210042002033.00,'004200','2033','004200':'2033'
33.834_-84.366,131210096023010.00,'009602','3010','009602':'3010'
33.729_-84.335,130890209004008.00,'020900','4008','020900':'4008'
33.7_-84.473,131210076041005.00,'007604','1005','007604':'1005'
33.785_-84.465,131210086014003.00,'008601','4003','008601':'4003'
33.728_-84.413,131210058001043.00,'005800','1043','005800':'1043'
33.760999999999996_-84.51299999999999,131210078063000.00,'007806','3000','007806':'3000'
33.773_-84.5,131210082023003.00,'008202','3003','008202':'3003'
33.731_-84.441,131210061004004.00,'006100','4004','006100':'4004'
33.757_-84.417,131210025001017.00,'002500','1017','002500':'1017'
33.66_-84.521,131210077063028.00,'007706','3028','007706':'3028'
33.826_-84.40700000000001,131210095012007.00,'009501','2007','009501':'2007'
33.687_-84.359,131210070022001.00,'007002','2001','007002':'2001'
33.76_-84.432,131210084002012.00,'008400','2012','008400':'2012'
33.696999999999996_-84.38,131210070023010.00,'007002','3010','007002':'3010'
33.747_-84.352,131210052003002.00,'005200','3002','005200':'3002'
33.744_-84.435,131210040002014.00,'004000','2014','004000':'2014'
33.701_-84.42,131210075004000.00,'007500','4000','007500':'4000'
33.743_-84.439,131210060001004.00,'006000','1004','006000':'1004'
33.816_-84.427,131210089041004.00,'008904','1004','008904':'1004'
33.661_-84.355,131210072001026.00,'007200','1026','007200':'1026'
33.741_-84.314,130890208022019.00,'020802','2019','020802':'2019'
33.708_-84.39200000000001,131210055021035.00,'005502','1035','005502':'1035'
33.789_-84.383,131210004001008.00,'000400','1008','000400':'1008'
33.818000000000005_-84.40700000000001,131210090001012.00,'009000','1012','009000':'1012'
33.753_-84.399,131210036001001.00,'003600','1001','003600':'1001'
33.701_-84.376,131210070023008.00,'007002','3008','007002':'3008'
33.773_-84.38600000000001,131210012022003.00,'001202','2003','001202':'2003'
33.753_-84.494,131210078082003.00,'007808','2003','007808':'2003'
33.836_-84.39,131210095013008.00,'009501','3008','009501':'3008'
33.68_-84.38600000000001,131210073003000.00,'007300','3000','007300':'3000'
33.781_-84.414,131210006001074.00,'000600','1074','000600':'1074'
33.760999999999996_-84.335,130890206002004.00,'020600','2004','020600':'2004'
33.799_-84.38799999999999,131210005003041.00,'000500','3041','000500':'3041'
33.801_-84.492,131210086022003.00,'008602','2003','008602':'2003'
33.755_-84.321,130890207002008.00,'020700','2008','020700':'2008'
33.786_-84.473,131210086011013.00,'008601','1013','008601':'1013'
33.74_-84.291,130890208024023.00,'020802','4023','020802':'4023'
33.816_-84.38799999999999,131210093003014.00,'009300','3014','009300':'3014'
33.676_-84.53299999999999,131210077062006.00,'007706','2006','007706':'2006'
33.731_-84.414,131210058001038.00,'005800','1038','005800':'1038'
33.705999999999996_-84.529,131210078021005.00,'007802','1005','007802':'1005'
33.692_-84.48899999999999,131210077052008.00,'007705','2008','007705':'2008'
33.869_-84.359,131210100022009.00,'010002','2009','010002':'2009'
33.760999999999996_-84.431,131210024002007.00,'002400','2007','002400':'2007'
33.8_-84.419,131210089021040.00,'008902','1040','008902':'1040'
33.685_-84.359,131210070022001.00,'007002','2001','007002':'2001'
33.825_-84.35799999999999,131210094032000.00,'009403','2000','009403':'2000'
33.759_-84.427,131210024002002.00,'002400','2002','002400':'2002'
33.686_-84.493,131210077052026.00,'007705','2026','007705':'2026'
33.751_-84.52,131210078061009.00,'007806','1009','007806':'1009'
33.84_-84.42299999999999,131210098011006.00,'009801','1006','009801':'1006'
33.703_-84.46799999999999,131210076041004.00,'007604','1004','007604':'1004'
33.683_-84.51100000000001,131210077061010.00,'007706','1010','007706':'1010'
33.746_-84.40799999999999,131210043002013.00,'004300','2013','004300':'2013'
33.799_-84.425,131210089021023.00,'008902','1023','008902':'1023'
33.773_-84.50399999999999,131210082021004.00,'008202','1004','008202':'1004'
33.787_-84.367,131210002004011.00,'000200','4011','000200':'4011'
33.713_-84.39200000000001,131210055021032.00,'005502','1032','005502':'1032'
33.696_-84.37299999999999,131210070021002.00,'007002','1002','007002':'1002'
33.707_-84.531,131210078022012.00,'007802','2012','007802':'2012'
33.736_-84.484,131210079001001.00,'007900','1001','007900':'1001'
33.736999999999995_-84.346,130890209002007.00,'020900','2007','020900':'2007'
33.805_-84.42299999999999,131210089024030.00,'008902','4030','008902':'4030'
33.673_-84.40100000000001,131210074001032.00,'007400','1032','007400':'1032'
33.731_-84.538,131210078024000.00,'007802','4000','007802':'4000'
33.71_-84.37899999999999,131210067001002.00,'006700','1002','006700':'1002'
33.757_-84.439,131210084003005.00,'008400','3005','008400':'3005'
33.773_-84.50200000000001,131210082021003.00,'008202','1003','008202':'1003'
33.667_-84.382,131210073002012.00,'007300','2012','007300':'2012'
33.714_-84.431,131210076033000.00,'007603','3000','007603':'3000'
33.86_-84.351,131210100023001.00,'010002','3001','010002':'3001'
33.81_-84.469,131210088001058.00,'008800','1058','008800':'1058'
33.833_-84.38799999999999,131210095024001.00,'009502','4001','009502':'4001'
33.814_-84.354,131210092003004.00,'009200','3004','009200':'3004'
33.8_-84.41,131210089024021.00,'008902','4021','008902':'4021'
33.768_-84.507,131210078071004.00,'007807','1004','007807':'1004'
33.760999999999996_-84.5,131210078071012.00,'007807','1012','007807':'1012'
33.731_-84.443,131210061004011.00,'006100','4011','006100':'4011'
33.736_-84.405,131210057001002.00,'005700','1002','005700':'1002'
33.681999999999995_-84.39299999999999,131210070011026.00,'007001','1026','007001':'1026'
33.754_-84.48,131210081024006.00,'008102','4006','008102':'4006'
33.733000000000004_-84.348,130890209002021.00,'020900','2021','020900':'2021'
33.82_-84.363,131210094021011.00,'009402','1011','009402':'1011'
33.709_-84.35700000000001,131210069002014.00,'006900','2014','006900':'2014'
33.853_-84.359,131210096022001.00,'009602','2001','009602':'2001'
33.773_-84.417,131210118002045.00,'011800','2045','011800':'2045'
33.85_-84.432,131210097001018.00,'009700','1018','009700':'1018'
33.719_-84.38,131210055021001.00,'005502','1001','005502':'1001'
33.75_-84.32799999999999,130890207001010.00,'020700','1010','020700':'1010'
33.751_-84.31200000000001,130890208022005.00,'020802','2005','020802':'2005'
33.874_-84.38600000000001,131210099001000.00,'009900','1000','009900':'1000'
33.705_-84.414,131210065002015.00,'006500','2015','006500':'2015'
33.667_-84.492,131210113031013.00,'011303','1013','011303':'1013'
33.758_-84.436,131210084002016.00,'008400','2016','008400':'2016'
33.734_-84.412,131210058001025.00,'005800','1025','005800':'1025'
33.73_-84.335,130890209004007.00,'020900','4007','020900':'4007'
33.804_-84.427,131210089021028.00,'008902','1028','008902':'1028'
33.760999999999996_-84.444,131210083022002.00,'008302','2002','008302':'2002'
33.76_-84.43700000000001,131210084002008.00,'008400','2008','008400':'2008'
33.729_-84.359,131210052002006.00,'005200','2006','005200':'2006'
33.726_-84.32700000000001,130890209004001.00,'020900','4001','020900':'4001'
33.664_-84.37899999999999,131210072002004.00,'007200','2004','007200':'2004'
33.783_-84.46700000000001,131210086012002.00,'008601','2002','008601':'2002'
33.754_-84.325,130890207001006.00,'020700','1006','020700':'1006'
33.721_-84.416,131210065003013.00,'006500','3013','006500':'3013'
33.76_-84.439,131210084003004.00,'008400','3004','008400':'3004'
33.696999999999996_-84.508,131210077032015.00,'007703','2015','007703':'2015'
33.736_-84.40299999999999,131210057001005.00,'005700','1005','005700':'1005'
33.739000000000004_-84.331,130890209003000.00,'020900','3000','020900':'3000'
33.766999999999996_-84.40299999999999,131210118003013.00,'011800','3013','011800':'3013'
33.681999999999995_-84.486,131210113015009.00,'011301','5009','011301':'5009'
33.684_-84.404,131210074001002.00,'007400','1002','007400':'1002'
33.83_-84.359,131210094031004.00,'009403','1004','009403':'1004'
33.815_-84.445,131210088001023.00,'008800','1023','008800':'1023'
33.775_-84.414,131210118002011.00,'011800','2011','011800':'2011'
33.845_-84.368,131210096023013.00,'009602','3013','009602':'3013'
33.718_-84.39200000000001,131210055021007.00,'005502','1007','005502':'1007'
33.815_-84.42299999999999,131210089042009.00,'008904','2009','008904':'2009'
33.73_-84.374,131210053003002.00,'005300','3002','005300':'3002'
33.759_-84.51100000000001,131210078063003.00,'007806','3003','007806':'3003'
33.803000000000004_-84.494,131210086022003.00,'008602','2003','008602':'2003'
33.783_-84.397,131210010011000.00,'001001','1000','001001':'1000'
33.864000000000004_-84.397,131210099002006.00,'009900','2006','009900':'2006'
33.788000000000004_-84.416,131210089023024.00,'008902','3024','008902':'3024'
33.782_-84.412,131210006001069.00,'000600','1069','000600':'1069'
33.758_-84.486,131210078072018.00,'007807','2018','007807':'2018'
33.759_-84.486,131210078072018.00,'007807','2018','007807':'2018'
33.725_-84.475,131210079001012.00,'007900','1012','007900':'1012'
33.689_-84.413,131210075002001.00,'007500','2001','007500':'2001'
33.751999999999995_-84.337,130890205002005.00,'020500','2005','020500':'2005'
33.763000000000005_-84.31299999999999,130890208012006.00,'020801','2006','020801':'2006'
33.733000000000004_-84.39299999999999,131210120001046.00,'012000','1046','012000':'1046'
33.794000000000004_-84.415,131210089023022.00,'008902','3022','008902':'3022'
33.744_-84.47200000000001,131210081022002.00,'008102','2002','008102':'2002'
33.684_-84.495,131210077052026.00,'007705','2026','007705':'2026'
33.846_-84.42200000000001,131210098012003.00,'009801','2003','009801':'2003'
33.719_-84.45,131210080003001.00,'008000','3001','008000':'3001'
33.806_-84.447,131210088001012.00,'008800','1012','008800':'1012'
33.715_-84.427,131210066021016.00,'006602','1016','006602':'1016'
33.679_-84.48700000000001,131210077052030.00,'007705','2030','007705':'2030'
33.716_-84.45100000000001,131210080003005.00,'008000','3005','008000':'3005'
33.723_-84.353,131210069001003.00,'006900','1003','006900':'1003'
33.715_-84.38799999999999,131210055021007.00,'005502','1007','005502':'1007'
33.779_-84.505,131210082021009.00,'008202','1009','008202':'1009'
33.745_-84.367,131210050001016.00,'005000','1016','005000':'1016'
33.76_-84.367,131210029001002.00,'002900','1002','002900':'1002'
33.664_-84.515,131210077063014.00,'007706','3014','007706':'3014'
33.873000000000005_-84.34899999999999,131210100021027.00,'010002','1027','010002':'1027'
33.727_-84.352,131210052002014.00,'005200','2014','005200':'2014'
33.73_-84.477,131210079001001.00,'007900','1001','007900':'1001'
33.781_-84.455,131210085003009.00,'008500','3009','008500':'3009'
33.74_-84.34299999999999,130890209002001.00,'020900','2001','020900':'2001'
33.74_-84.52,131210078062007.00,'007806','2007','007806':'2007'
33.692_-84.524,131210078023001.00,'007802','3001','007802':'3001'
33.75_-84.35600000000001,131210031001006.00,'003100','1006','003100':'1006'
33.775_-84.41799999999999,131210007002014.00,'000700','2014','000700':'2014'
33.718_-84.45299999999999,131210080004022.00,'008000','4022','008000':'4022'
33.716_-84.38600000000001,131210055021009.00,'005502','1009','005502':'1009'
33.739000000000004_-84.45299999999999,131210081011000.00,'008101','1000','008101':'1000'
33.803000000000004_-84.42299999999999,131210089021031.00,'008902','1031','008902':'1031'
33.764_-84.50299999999999,131210078071015.00,'007807','1015','007807':'1015'
33.72_-84.461,131210080004010.00,'008000','4010','008000':'4010'
33.728_-84.325,130890209004022.00,'020900','4022','020900':'4022'
33.731_-84.439,131210061004006.00,'006100','4006','006100':'4006'
33.735_-84.469,131210080005004.00,'008000','5004','008000':'5004'
33.751_-84.45200000000001,131210081021011.00,'008102','1011','008102':'1011'
33.754_-84.301,130890208023005.00,'020802','3005','020802':'3005'
33.704_-84.465,131210076041000.00,'007604','1000','007604':'1000'
33.701_-84.469,131210076041004.00,'007604','1004','007604':'1004'
33.806_-84.369,131210092001041.00,'009200','1041','009200':'1041'
33.819_-84.415,131210090001017.00,'009000','1017','009000':'1017'
33.696999999999996_-84.41799999999999,131210111001002.00,'011100','1002','011100':'1002'
33.78_-84.36,131210014002008.00,'001400','2008','001400':'2008'
33.702_-84.545,131210078022006.00,'007802','2006','007802':'2006'
33.704_-84.35600000000001,131210068021004.00,'006802','1004','006802':'1004'
33.681_-84.415,131210074002008.00,'007400','2008','007400':'2008'
33.755_-84.51899999999999,131210078061004.00,'007806','1004','007806':'1004'
33.732_-84.335,130890209003015.00,'020900','3015','020900':'3015'
33.760999999999996_-84.37200000000001,131210029001006.00,'002900','1006','002900':'1006'
33.77_-84.44200000000001,131210085002015.00,'008500','2015','008500':'2015'
33.667_-84.391,131210073002011.00,'007300','2011','007300':'2011'
33.718_-84.413,131210065004005.00,'006500','4005','006500':'4005'
33.661_-84.381,131210072002005.00,'007200','2005','007200':'2005'
33.801_-84.34299999999999,130890201001010.00,'020100','1010','020100':'1010'
33.729_-84.34899999999999,130890209002032.00,'020900','2032','020900':'2032'
33.769_-84.41799999999999,131210023003009.00,'002300','3009','002300':'3009'
33.652_-84.359,131210072001015.00,'007200','1015','007200':'1015'
33.723_-84.33200000000001,130890209004001.00,'020900','4001','020900':'4001'
33.726_-84.43700000000001,131210061002004.00,'006100','2004','006100':'2004'
33.751999999999995_-84.428,131210040001020.00,'004000','1020','004000':'1020'
33.692_-84.508,131210077032016.00,'007703','2016','007703':'2016'
33.743_-84.429,131210041002004.00,'004100','2004','004100':'2004'
33.757_-84.43799999999999,131210084003006.00,'008400','3006','008400':'3006'
33.703_-84.538,131210078022013.00,'007802','2013','007802':'2013'
33.736_-84.434,131210060004007.00,'006000','4007','006000':'4007'
33.762_-84.439,131210084003004.00,'008400','3004','008400':'3004'
33.817_-84.48,131210088002021.00,'008800','2021','008800':'2021'
33.778_-84.363,131210014002005.00,'001400','2005','001400':'2005'
33.795_-84.427,131210089021023.00,'008902','1023','008902':'1023'
33.728_-84.376,131210053003006.00,'005300','3006','005300':'3006'
33.699_-84.36200000000001,131210071001000.00,'007100','1000','007100':'1000'
33.735_-84.374,131210053002004.00,'005300','2004','005300':'2004'
33.8_-84.404,131210089022006.00,'008902','2006','008902':'2006'
33.876999999999995_-84.41,131210102111009.00,'010211','1009','010211':'1009'
33.739000000000004_-84.40700000000001,131210058001022.00,'005800','1022','005800':'1022'
33.684_-84.508,131210077061013.00,'007706','1013','007706':'1013'
33.756_-84.51899999999999,131210078061004.00,'007806','1004','007806':'1004'
33.784_-84.365,131210002005004.00,'000200','5004','000200':'5004'
33.766999999999996_-84.34,130890204001008.00,'020400','1008','020400':'1008'
33.796_-84.387,131210005002007.00,'000500','2007','000500':'2007'
33.772_-84.339,130890202001013.00,'020200','1013','020200':'1013'
33.671_-84.499,131210077063008.00,'007706','3008','007706':'3008'
33.832_-84.365,131210096023007.00,'009602','3007','009602':'3007'
33.652_-84.397,131210072002022.00,'007200','2022','007200':'2022'
33.848_-84.416,131210098012002.00,'009801','2002','009801':'2002'
33.809_-84.432,131210089021003.00,'008902','1003','008902':'1003'
33.727_-84.416,131210065003000.00,'006500','3000','006500':'3000'
33.673_-84.416,131210108002002.00,'010800','2002','010800':'2002'
33.796_-84.39299999999999,131210005001008.00,'000500','1008','000500':'1008'
33.773_-84.45100000000001,131210085003036.00,'008500','3036','008500':'3036'
33.766999999999996_-84.501,131210078071002.00,'007807','1002','007807':'1002'
33.703_-84.515,131210077032003.00,'007703','2003','007703':'2003'
33.658_-84.37,131210073001019.00,'007300','1019','007300':'1019'
33.705999999999996_-84.541,131210078022010.00,'007802','2010','007802':'2010'
33.759_-84.316,130890208012010.00,'020801','2010','020801':'2010'
33.785_-84.454,131210085003004.00,'008500','3004','008500':'3004'
33.709_-84.535,131210078022012.00,'007802','2012','007802':'2012'
33.738_-84.439,131210060002010.00,'006000','2010','006000':'2010'
33.741_-84.36399999999999,131210050001031.00,'005000','1031','005000':'1031'
33.794000000000004_-84.34700000000001,130890201001032.00,'020100','1032','020100':'1032'
33.798_-84.48700000000001,131210086022016.00,'008602','2016','008602':'2016'
33.768_-84.395,131210021001000.00,'002100','1000','002100':'1000'
33.755_-84.50299999999999,131210078081004.00,'007808','1004','007808':'1004'
33.74_-84.43799999999999,131210060002001.00,'006000','2001','006000':'2001'
33.76_-84.445,131210083022005.00,'008302','2005','008302':'2005'
33.760999999999996_-84.38799999999999,131210019002052.00,'001900','2052','001900':'2052'
33.758_-84.316,130890208012010.00,'020801','2010','020801':'2010'
33.784_-84.368,131210002005006.00,'000200','5006','000200':'5006'
33.747_-84.29899999999999,130890208024004.00,'020802','4004','020802':'4004'
33.708_-84.421,131210066012007.00,'006601','2007','006601':'2007'
33.848_-84.35,131210094042017.00,'009404','2017','009404':'2017'
33.768_-84.475,131210082011000.00,'008201','1000','008201':'1000'
33.733000000000004_-84.40700000000001,131210057001008.00,'005700','1008','005700':'1008'
33.793_-84.35,131210001004015.00,'000100','4015','000100':'4015'
33.72_-84.52600000000001,131210078021005.00,'007802','1005','007802':'1005'
33.75_-84.45299999999999,131210081021013.00,'008102','1013','008102':'1013'
33.763000000000005_-84.319,130890203003011.00,'020300','3011','020300':'3011'
33.73_-84.381,131210055012000.00,'005501','2000','005501':'2000'
33.787_-84.462,131210086011008.00,'008601','1008','008601':'1008'
33.748000000000005_-84.473,131210081022007.00,'008102','2007','008102':'2007'
33.71_-84.445,131210076033028.00,'007603','3028','007603':'3028'
33.809_-84.469,131210088001058.00,'008800','1058','008800':'1058'
33.678000000000004_-84.39299999999999,131210073003001.00,'007300','3001','007300':'3001'
33.793_-84.389,131210005001027.00,'000500','1027','000500':'1027'
33.816_-84.465,131210088001058.00,'008800','1058','008800':'1058'
33.717_-84.354,131210069003019.00,'006900','3019','006900':'3019'
33.749_-84.294,130890208021002.00,'020802','1002','020802':'1002'
33.674_-84.37899999999999,131210073001013.00,'007300','1013','007300':'1013'
33.775_-84.454,131210085002008.00,'008500','2008','008500':'2008'
33.876_-84.35799999999999,131210100022003.00,'010002','2003','010002':'2003'
33.829_-84.37899999999999,131210096032007.00,'009603','2007','009603':'2007'
33.798_-84.38799999999999,131210005003040.00,'000500','3040','000500':'3040'
33.836_-84.381,131210096033004.00,'009603','3004','009603':'3004'
33.661_-84.383,131210072002005.00,'007200','2005','007200':'2005'
33.835_-84.383,131210095022000.00,'009502','2000','009502':'2000'
33.716_-84.47,131210076023000.00,'007602','3000','007602':'3000'
33.816_-84.426,131210089041013.00,'008904','1013','008904':'1013'
33.715_-84.47,131210076023000.00,'007602','3000','007602':'3000'
33.751_-84.351,131210031001001.00,'003100','1001','003100':'1001'
33.684_-84.493,131210077052019.00,'007705','2019','007705':'2019'
33.726_-84.462,131210080005000.00,'008000','5000','008000':'5000'
33.73_-84.353,131210052002002.00,'005200','2002','005200':'2002'
33.858000000000004_-84.38,131210100014006.00,'010001','4006','010001':'4006'
33.783_-84.465,131210086014002.00,'008601','4002','008601':'4002'
33.696_-84.5,131210077031002.00,'007703','1002','007703':'1002'
33.754_-84.48100000000001,131210081024006.00,'008102','4006','008102':'4006'
33.713_-84.415,131210065002003.00,'006500','2003','006500':'2003'
33.751_-84.316,130890208011023.00,'020801','1023','020801':'1023'
33.684_-84.492,131210077052017.00,'007705','2017','007705':'2017'
33.812_-84.48299999999999,131210088002021.00,'008800','2021','008800':'2021'
33.798_-84.34299999999999,130890201001009.00,'020100','1009','020100':'1009'
33.769_-84.51299999999999,131210078071006.00,'007807','1006','007807':'1006'
33.73_-84.426,131210062001013.00,'006200','1013','006200':'1013'
33.772_-84.411,131210118002035.00,'011800','2035','011800':'2035'
33.775_-84.419,131210007002014.00,'000700','2014','000700':'2014'
33.786_-84.369,131210002004012.00,'000200','4012','000200':'4012'
33.76_-84.382,131210028001018.00,'002800','1018','002800':'1018'
33.759_-84.413,131210025001012.00,'002500','1012','002500':'1012'
33.765_-84.476,131210082011000.00,'008201','1000','008201':'1000'
33.744_-84.36200000000001,131210050001001.00,'005000','1001','005000':'1001'
33.768_-84.432,131210085001009.00,'008500','1009','008500':'1009'
33.871_-84.39399999999999,131210099001003.00,'009900','1003','009900':'1003'
33.68_-84.37299999999999,131210073001004.00,'007300','1004','007300':'1004'
33.756_-84.36,131210030001012.00,'003000','1012','003000':'1012'
33.704_-84.354,131210071002007.00,'007100','2007','007100':'2007'
33.738_-84.41,131210058001017.00,'005800','1017','005800':'1017'
33.791_-84.476,131210086021000.00,'008602','1000','008602':'1000'
33.858000000000004_-84.421,131210098021018.00,'009802','1018','009802':'1018'
33.739000000000004_-84.335,130890209003002.00,'020900','3002','020900':'3002'
33.724000000000004_-84.46600000000001,131210080005009.00,'008000','5009','008000':'5009'
33.766999999999996_-84.449,131210083011019.00,'008301','1019','008301':'1019'
33.715_-84.35,131210069001009.00,'006900','1009','006900':'1009'
33.693000000000005_-84.50200000000001,131210077031002.00,'007703','1002','007703':'1002'
33.735_-84.34100000000001,130890209002025.00,'020900','2025','020900':'2025'
33.713_-84.50399999999999,131210077033004.00,'007703','3004','007703':'3004'
33.734_-84.449,131210081011010.00,'008101','1010','008101':'1010'
33.703_-84.464,131210076041000.00,'007604','1000','007604':'1000'
33.797_-84.465,131210087002008.00,'008700','2008','008700':'2008'
33.681999999999995_-84.395,131210070011024.00,'007001','1024','007001':'1024'
33.806_-84.47,131210087001005.00,'008700','1005','008700':'1005'
33.663000000000004_-84.37799999999999,131210072002000.00,'007200','2000','007200':'2000'
33.843_-84.40700000000001,131210099003009.00,'009900','3009','009900':'3009'
33.671_-84.375,131210073001021.00,'007300','1021','007300':'1021'
33.864000000000004_-84.37100000000001,131210100014005.00,'010001','4005','010001':'4005'
33.753_-84.398,131210036001004.00,'003600','1004','003600':'1004'
33.711999999999996_-84.37799999999999,131210067001000.00,'006700','1000','006700':'1000'
33.732_-84.40799999999999,131210057001007.00,'005700','1007','005700':'1007'
33.748000000000005_-84.42,131210039002010.00,'003900','2010','003900':'2010'
33.707_-84.446,131210076033031.00,'007603','3031','007603':'3031'
33.748000000000005_-84.335,130890205002016.00,'020500','2016','020500':'2016'
33.698_-84.413,131210075001012.00,'007500','1012','007500':'1012'
33.677_-84.381,131210073001004.00,'007300','1004','007300':'1004'
33.71_-84.4,131210067002003.00,'006700','2003','006700':'2003'
33.751999999999995_-84.29299999999999,130890208023001.00,'020802','3001','020802':'3001'
33.717_-84.459,131210080004016.00,'008000','4016','008000':'4016'
33.762_-84.45299999999999,131210083012002.00,'008301','2002','008301':'2002'
33.751999999999995_-84.37299999999999,131210119001025.00,'011900','1025','011900':'1025'
33.689_-84.366,131210070021000.00,'007002','1000','007002':'1000'
33.745_-84.381,131210048001000.00,'004800','1000','004800':'1000'
33.691_-84.38600000000001,131210070013011.00,'007001','3011','007001':'3011'
33.721_-84.395,131210063001038.00,'006300','1038','006300':'1038'
33.747_-84.29799999999999,130890208024004.00,'020802','4004','020802':'4004'
33.787_-84.397,131210005001068.00,'000500','1068','000500':'1068'
33.702_-84.353,131210071002006.00,'007100','2006','007100':'2006'
33.815_-84.45100000000001,131210088001034.00,'008800','1034','008800':'1034'
33.76_-84.51799999999999,131210078061002.00,'007806','1002','007806':'1002'
33.793_-84.37799999999999,131210005002004.00,'000500','2004','000500':'2004'
33.68_-84.40299999999999,131210074001019.00,'007400','1019','007400':'1019'
33.751999999999995_-84.509,131210078063012.00,'007806','3012','007806':'3012'
33.764_-84.492,131210078072007.00,'007807','2007','007807':'2007'
33.729_-84.414,131210058001023.00,'005800','1023','005800':'1023'
33.736999999999995_-84.49600000000001,131210079003029.00,'007900','3029','007900':'3029'
33.743_-84.48700000000001,131210079001001.00,'007900','1001','007900':'1001'
33.742_-84.37700000000001,131210049002012.00,'004900','2012','004900':'2012'
33.79_-84.396,131210005001064.00,'000500','1064','000500':'1064'
33.795_-84.367,131210002002012.00,'000200','2012','000200':'2012'
33.715_-84.405,131210065001012.00,'006500','1012','006500':'1012'
33.736999999999995_-84.436,131210060003000.00,'006000','3000','006000':'3000'
33.657_-84.384,131210072002005.00,'007200','2005','007200':'2005'
33.749_-84.36399999999999,131210032001014.00,'003200','1014','003200':'1014'
33.688_-84.38600000000001,131210070012008.00,'007001','2008','007001':'2008'
33.709_-84.399,131210067002003.00,'006700','2003','006700':'2003'
33.781_-84.425,131210007002019.00,'000700','2019','000700':'2019'
33.778_-84.50399999999999,131210082021007.00,'008202','1007','008202':'1007'
33.735_-84.331,130890209003015.00,'020900','3015','020900':'3015'
33.786_-84.363,131210002004009.00,'000200','4009','000200':'4009'
33.726_-84.329,130890209004001.00,'020900','4001','020900':'4001'
33.779_-84.471,131210086012020.00,'008601','2020','008601':'2020'
33.731_-84.456,131210080005000.00,'008000','5000','008000':'5000'
33.754_-84.46700000000001,131210081021005.00,'008102','1005','008102':'1005'
33.701_-84.45200000000001,131210076031004.00,'007603','1004','007603':'1004'
33.719_-84.42299999999999,131210066011009.00,'006601','1009','006601':'1009'
33.765_-84.42200000000001,131210023003015.00,'002300','3015','002300':'3015'
33.76_-84.406,131210026001026.00,'002600','1026','002600':'1026'
33.705999999999996_-84.505,131210077033010.00,'007703','3010','007703':'3010'
33.73_-84.333,130890209004006.00,'020900','4006','020900':'4006'
33.721_-84.412,131210065003006.00,'006500','3006','006500':'3006'
33.772_-84.36200000000001,131210014001011.00,'001400','1011','001400':'1011'
33.698_-84.397,131210070011004.00,'007001','1004','007001':'1004'
33.808_-84.40299999999999,131210090003009.00,'009000','3009','009000':'3009'
33.76_-84.381,131210028001018.00,'002800','1018','002800':'1018'
33.699_-84.544,131210078022013.00,'007802','2013','007802':'2013'
33.809_-84.48,131210088002028.00,'008800','2028','008800':'2028'
33.707_-84.52,131210078021020.00,'007802','1020','007802':'1020'
33.762_-84.49799999999999,131210078071012.00,'007807','1012','007807':'1012'
33.774_-84.473,131210086013011.00,'008601','3011','008601':'3011'
33.709_-84.419,131210066012008.00,'006601','2008','006601':'2008'
33.684_-84.37899999999999,131210073001000.00,'007300','1000','007300':'1000'
33.698_-84.461,131210076041012.00,'007604','1012','007604':'1012'
33.724000000000004_-84.446,131210061003011.00,'006100','3011','006100':'3011'
33.678000000000004_-84.4,131210074001015.00,'007400','1015','007400':'1015'
33.75_-84.516,131210078061020.00,'007806','1020','007806':'1020'
33.755_-84.492,131210078082002.00,'007808','2002','007808':'2002'
33.748000000000005_-84.45700000000001,131210081021017.00,'008102','1017','008102':'1017'
33.729_-84.485,131210079001010.00,'007900','1010','007900':'1010'
33.708_-84.45100000000001,131210076031000.00,'007603','1000','007603':'1000'
33.665_-84.374,131210073001022.00,'007300','1022','007300':'1022'
33.762_-84.479,131210082011020.00,'008201','1020','008201':'1020'
33.785_-84.419,131210007002001.00,'000700','2001','000700':'2001'
33.695_-84.39200000000001,131210070011029.00,'007001','1029','007001':'1029'
33.824_-84.37799999999999,131210093001004.00,'009300','1004','009300':'1004'
33.711_-84.382,131210067001015.00,'006700','1015','006700':'1015'
33.65_-84.35799999999999,131210072001026.00,'007200','1026','007200':'1026'
33.747_-84.381,131210035001030.00,'003500','1030','003500':'1030'
33.759_-84.351,131210030002022.00,'003000','2022','003000':'2022'
33.719_-84.375,131210064001003.00,'006400','1003','006400':'1003'
33.711999999999996_-84.4,131210067002007.00,'006700','2007','006700':'2007'
33.751_-84.40899999999999,131210038001020.00,'003800','1020','003800':'1020'
33.795_-84.387,131210004001003.00,'000400','1003','000400':'1003'
33.701_-84.35700000000001,131210071002009.00,'007100','2009','007100':'2009'
33.658_-84.351,131210072001026.00,'007200','1026','007200':'1026'
33.663000000000004_-84.38,131210072002004.00,'007200','2004','007200':'2004'
33.713_-84.50200000000001,131210077033004.00,'007703','3004','007703':'3004'
33.718_-84.53399999999999,131210078024004.00,'007802','4004','007802':'4004'
33.717_-84.421,131210066011011.00,'006601','1011','006601':'1011'
33.678000000000004_-84.51799999999999,131210077062009.00,'007706','2009','007706':'2009'
33.705999999999996_-84.5,131210077033011.00,'007703','3011','007703':'3011'
33.789_-84.469,131210086011009.00,'008601','1009','008601':'1009'
33.769_-84.414,131210118001004.00,'011800','1004','011800':'1004'
