census_key,FIPS,Tract,Block,Tract_block
33.672_-84.39200000000001,131210073002000.00,'007300','2000','007300':'2000'
33.702_-84.539,131210078022013.00,'007802','2013','007802':'2013'
33.757_-84.34200000000001,130890206001003.00,'020600','1003','020600':'1003'
33.75_-84.405,131210036001018.00,'003600','1018','003600':'1018'
33.757_-84.52,131210078051047.00,'007805','1047','007805':'1047'
33.847_-84.43,131210098011001.00,'009801','1001','009801':'1001'
33.772_-84.35,131210015001010.00,'001500','1010','001500':'1010'
33.722_-84.439,131210080002000.00,'008000','2000','008000':'2000'
33.744_-84.47,131210081022000.00,'008102','2000','008102':'2000'
33.744_-84.382,131210048001000.00,'004800','1000','004800':'1000'
33.794000000000004_-84.35,131210001004013.00,'000100','4013','000100':'4013'
33.719_-84.46700000000001,131210076023001.00,'007602','3001','007602':'3001'
33.703_-84.492,131210077043009.00,'007704','3009','007704':'3009'
33.686_-84.509,131210077061006.00,'007706','1006','007706':'1006'
33.786_-84.396,131210010012005.00,'001001','2005','001001':'2005'
33.768_-84.449,131210083011000.00,'008301','1000','008301':'1000'
33.71_-84.486,131210077042006.00,'007704','2006','007704':'2006'
33.764_-84.5,131210078071012.00,'007807','1012','007807':'1012'
33.794000000000004_-84.48899999999999,131210086022011.00,'008602','2011','008602':'2011'
33.649_-84.35700000000001,131210072001025.00,'007200','1025','007200':'1025'
33.778_-84.448,131210085003034.00,'008500','3034','008500':'3034'
33.725_-84.443,131210061003006.00,'006100','3006','006100':'3006'
33.722_-84.32799999999999,130890209004019.00,'020900','4019','020900':'4019'
33.867_-84.434,131210098022019.00,'009802','2019','009802':'2019'
33.758_-84.368,131210029001013.00,'002900','1013','002900':'1013'
33.76_-84.462,131210083012021.00,'008301','2021','008301':'2021'
33.748000000000005_-84.34299999999999,130890205002031.00,'020500','2031','020500':'2031'
33.785_-84.456,131210085003005.00,'008500','3005','008500':'3005'
33.746_-84.366,131210050001018.00,'005000','1018','005000':'1018'
33.798_-84.43299999999999,131210089021011.00,'008902','1011','008902':'1011'
33.74_-84.48,131210081023011.00,'008102','3011','008102':'3011'
33.738_-84.492,131210079003029.00,'007900','3029','007900':'3029'
33.759_-84.52,131210078051049.00,'007805','1049','007805':'1049'
33.758_-84.34,130890206001001.00,'020600','1001','020600':'1001'
33.663000000000004_-84.39200000000001,131210073002018.00,'007300','2018','007300':'2018'
33.819_-84.36200000000001,131210094021012.00,'009402','1012','009402':'1012'
33.678000000000004_-84.40299999999999,131210074001019.00,'007400','1019','007400':'1019'
33.823_-84.40899999999999,131210098013022.00,'009801','3022','009801':'3022'
33.79_-84.365,131210002003003.00,'000200','3003','000200':'3003'
33.745_-84.414,131210043001007.00,'004300','1007','004300':'1007'
33.755_-84.516,131210078061010.00,'007806','1010','007806':'1010'
33.747_-84.35799999999999,131210031001018.00,'003100','1018','003100':'1018'
33.69_-84.507,131210077061007.00,'007706','1007','007706':'1007'
33.809_-84.45100000000001,131210088001029.00,'008800','1029','008800':'1029'
33.809_-84.48200000000001,131210088002033.00,'008800','2033','008800':'2033'
33.67_-84.51,131210077063021.00,'007706','3021','007706':'3021'
33.753_-84.35,131210031002017.00,'003100','2017','003100':'2017'
33.744_-84.415,131210042001000.00,'004200','1000','004200':'1000'
33.751_-84.29700000000001,130890208021003.00,'020802','1003','020802':'1003'
33.74_-84.426,131210041003001.00,'004100','3001','004100':'3001'
33.76_-84.40799999999999,131210025002007.00,'002500','2007','002500':'2007'
33.781_-84.485,131210082012001.00,'008201','2001','008201':'2001'
33.742_-84.376,131210049002020.00,'004900','2020','004900':'2020'
33.67_-84.382,131210073002016.00,'007300','2016','007300':'2016'
33.873000000000005_-84.41799999999999,131210098022007.00,'009802','2007','009802':'2007'
33.736_-84.331,130890209003001.00,'020900','3001','020900':'3001'
33.726_-84.42299999999999,131210062002003.00,'006200','2003','006200':'2003'
33.839_-84.40899999999999,131210098011011.00,'009801','1011','009801':'1011'
33.713_-84.505,131210077033004.00,'007703','3004','007703':'3004'
33.736999999999995_-84.339,130890209003010.00,'020900','3010','020900':'3010'
33.8_-84.48,131210087003006.00,'008700','3006','008700':'3006'
33.705_-84.398,131210067003005.00,'006700','3005','006700':'3005'
33.764_-84.34100000000001,130890204002000.00,'020400','2000','020400':'2000'
33.751_-84.35799999999999,131210032001006.00,'003200','1006','003200':'1006'
33.658_-84.352,131210072001026.00,'007200','1026','007200':'1026'
33.73_-84.40700000000001,131210057001024.00,'005700','1024','005700':'1024'
33.751_-84.505,131210078081012.00,'007808','1012','007808':'1012'
33.72_-84.329,130890209004019.00,'020900','4019','020900':'4019'
33.681_-84.389,131210073003001.00,'007300','3001','007300':'3001'
33.748000000000005_-84.334,130890205002016.00,'020500','2016','020500':'2016'
33.754_-84.367,131210119001000.00,'011900','1000','011900':'1000'
33.756_-84.51100000000001,131210078063005.00,'007806','3005','007806':'3005'
33.751_-84.348,130890205002027.00,'020500','2027','020500':'2027'
33.781_-84.397,131210010021002.00,'001002','1002','001002':'1002'
33.799_-84.35600000000001,131210001003024.00,'000100','3024','000100':'3024'
33.766_-84.432,131210084001001.00,'008400','1001','008400':'1001'
33.691_-84.37799999999999,131210070013006.00,'007001','3006','007001':'3006'
33.783_-84.35700000000001,131210002005002.00,'000200','5002','000200':'5002'
33.73_-84.367,131210053001016.00,'005300','1016','005300':'1016'
33.792_-84.40899999999999,131210089023009.00,'008902','3009','008902':'3009'
33.744_-84.42,131210042001001.00,'004200','1001','004200':'1001'
33.693000000000005_-84.522,131210078023000.00,'007802','3000','007802':'3000'
33.771_-84.464,131210086013004.00,'008601','3004','008601':'3004'
33.699_-84.355,131210071002013.00,'007100','2013','007100':'2013'
33.733000000000004_-84.465,131210080005004.00,'008000','5004','008000':'5004'
33.694_-84.49700000000001,131210077043032.00,'007704','3032','007704':'3032'
33.724000000000004_-84.443,131210061003006.00,'006100','3006','006100':'3006'
33.762_-84.366,131210017001015.00,'001700','1015','001700':'1015'
33.705_-84.51,131210077032000.00,'007703','2000','007703':'2000'
33.775_-84.34200000000001,130890202001009.00,'020200','1009','020200':'1009'
33.829_-84.35,131210094043002.00,'009404','3002','009404':'3002'
33.733000000000004_-84.395,131210120001090.00,'012000','1090','012000':'1090'
33.736_-84.333,130890209003011.00,'020900','3011','020900':'3011'
33.785_-84.396,131210010012005.00,'001001','2005','001001':'2005'
33.772_-84.37200000000001,131210013001018.00,'001300','1018','001300':'1018'
33.757_-84.416,131210025001016.00,'002500','1016','002500':'1016'
33.792_-84.493,131210086022010.00,'008602','2010','008602':'2010'
33.705_-84.385,131210067003021.00,'006700','3021','006700':'3021'
33.784_-84.351,131210001002002.00,'000100','2002','000100':'2002'
33.771_-84.514,131210082022006.00,'008202','2006','008202':'2006'
33.763000000000005_-84.5,131210078071012.00,'007807','1012','007807':'1012'
33.763000000000005_-84.413,131210025001001.00,'002500','1001','002500':'1001'
33.751_-84.458,131210081021008.00,'008102','1008','008102':'1008'
33.749_-84.443,131210040002019.00,'004000','2019','004000':'2019'
33.74_-84.493,131210079003029.00,'007900','3029','007900':'3029'
33.703_-84.522,131210078021011.00,'007802','1011','007802':'1011'
33.754_-84.435,131210040001009.00,'004000','1009','004000':'1009'
33.865_-84.398,131210099004013.00,'009900','4013','009900':'4013'
33.799_-84.37700000000001,131210005003023.00,'000500','3023','000500':'3023'
33.782_-84.399,131210010011006.00,'001001','1006','001001':'1006'
33.805_-84.396,131210091014001.00,'009101','4001','009101':'4001'
33.714_-84.419,131210066011011.00,'006601','1011','006601':'1011'
33.76_-84.43,131210024002007.00,'002400','2007','002400':'2007'
33.751_-84.462,131210081021007.00,'008102','1007','008102':'1007'
33.814_-84.43700000000001,131210089031007.00,'008903','1007','008903':'1007'
33.714_-84.38799999999999,131210055021010.00,'005502','1010','005502':'1010'
33.755_-84.361,131210030002035.00,'003000','2035','003000':'2035'
33.652_-84.36,131210072001015.00,'007200','1015','007200':'1015'
33.757_-84.427,131210024002004.00,'002400','2004','002400':'2004'
33.732_-84.387,131210055011015.00,'005501','1015','005501':'1015'
33.809_-84.479,131210088002030.00,'008800','2030','008800':'2030'
33.7_-84.46700000000001,131210076041004.00,'007604','1004','007604':'1004'
33.728_-84.32700000000001,130890209004020.00,'020900','4020','020900':'4020'
33.708_-84.402,131210067002003.00,'006700','2003','006700':'2003'
33.713_-84.385,131210055021029.00,'005502','1029','005502':'1029'
33.721_-84.37700000000001,131210064001002.00,'006400','1002','006400':'1002'
33.814_-84.366,131210092001007.00,'009200','1007','009200':'1007'
33.749_-84.51100000000001,131210078062000.00,'007806','2000','007806':'2000'
33.76_-84.405,131210026001024.00,'002600','1024','002600':'1024'
33.705999999999996_-84.46600000000001,131210076023003.00,'007602','3003','007602':'3003'
33.693000000000005_-84.37200000000001,131210070021004.00,'007002','1004','007002':'1004'
33.814_-84.348,130890215023011.00,'021502','3011','021502':'3011'
33.7_-84.37799999999999,131210070023012.00,'007002','3012','007002':'3012'
33.771_-84.361,131210016001006.00,'001600','1006','001600':'1006'
33.691_-84.527,131210078023000.00,'007802','3000','007802':'3000'
33.799_-84.48299999999999,131210086021000.00,'008602','1000','008602':'1000'
33.744_-84.43299999999999,131210041002000.00,'004100','2000','004100':'2000'
33.684_-84.38600000000001,131210070012005.00,'007001','2005','007001':'2005'
33.818000000000005_-84.4,131210095011017.00,'009501','1017','009501':'1017'
33.754_-84.51899999999999,131210078061008.00,'007806','1008','007806':'1008'
33.742_-84.516,131210078062015.00,'007806','2015','007806':'2015'
33.768_-84.352,131210016001027.00,'001600','1027','001600':'1027'
33.775999999999996_-84.35600000000001,131210015003003.00,'001500','3003','001500':'3003'
33.801_-84.36399999999999,131210002001002.00,'000200','1002','000200':'1002'
33.655_-84.368,131210072001011.00,'007200','1011','007200':'1011'
33.705_-84.37899999999999,131210070023000.00,'007002','3000','007002':'3000'
33.705999999999996_-84.41799999999999,131210065002017.00,'006500','2017','006500':'2017'
33.681_-84.383,131210073001001.00,'007300','1001','007300':'1001'
33.678000000000004_-84.397,131210073003002.00,'007300','3002','007300':'3002'
33.731_-84.463,131210080005010.00,'008000','5010','008000':'5010'
33.708_-84.529,131210078021005.00,'007802','1005','007802':'1005'
33.878_-84.40700000000001,131210102111009.00,'010211','1009','010211':'1009'
33.704_-84.383,131210067003022.00,'006700','3022','006700':'3022'
33.760999999999996_-84.434,131210084002006.00,'008400','2006','008400':'2006'
33.711_-84.449,131210076021004.00,'007602','1004','007602':'1004'
33.701_-84.35600000000001,131210071002010.00,'007100','2010','007100':'2010'
33.771_-84.398,131210021001001.00,'002100','1001','002100':'1001'
33.714_-84.44,131210076021001.00,'007602','1001','007602':'1001'
33.717_-84.411,131210065004003.00,'006500','4003','006500':'4003'
33.792_-84.351,131210001001001.00,'000100','1001','000100':'1001'
33.774_-84.35,131210015004004.00,'001500','4004','001500':'4004'
33.724000000000004_-84.46,131210080005000.00,'008000','5000','008000':'5000'
33.757_-84.51,131210078063003.00,'007806','3003','007806':'3003'
33.735_-84.43799999999999,131210060003007.00,'006000','3007','006000':'3007'
33.674_-84.415,131210074002008.00,'007400','2008','007400':'2008'
33.672_-84.514,131210077063021.00,'007706','3021','007706':'3021'
33.725_-84.412,131210058001047.00,'005800','1047','005800':'1047'
33.729_-84.531,131210078024000.00,'007802','4000','007802':'4000'
33.775_-84.45,131210085003035.00,'008500','3035','008500':'3035'
33.803000000000004_-84.339,130890201001000.00,'020100','1000','020100':'1000'
33.719_-84.47399999999999,131210077042001.00,'007704','2001','007704':'2001'
33.75_-84.359,131210032001019.00,'003200','1019','003200':'1019'
33.696_-84.53399999999999,131210078023003.00,'007802','3003','007802':'3003'
33.779_-84.48200000000001,131210082012005.00,'008201','2005','008201':'2005'
33.787_-84.368,131210002004012.00,'000200','4012','000200':'4012'
33.694_-84.395,131210070011015.00,'007001','1015','007001':'1015'
33.727_-84.501,131210079003038.00,'007900','3038','007900':'3038'
33.798_-84.47200000000001,131210087003000.00,'008700','3000','008700':'3000'
33.785_-84.47200000000001,131210086012006.00,'008601','2006','008601':'2006'
33.708_-84.46700000000001,131210076023003.00,'007602','3003','007602':'3003'
33.762_-84.316,130890208012003.00,'020801','2003','020801':'2003'
33.851_-84.40100000000001,131210099003005.00,'009900','3005','009900':'3005'
33.760999999999996_-84.40899999999999,131210025002005.00,'002500','2005','002500':'2005'
33.754_-84.509,131210078063009.00,'007806','3009','007806':'3009'
33.764_-84.314,130890208012004.00,'020801','2004','020801':'2004'
33.834_-84.39,131210095013011.00,'009501','3011','009501':'3011'
33.797_-84.40799999999999,131210089023007.00,'008902','3007','008902':'3007'
33.701_-84.48200000000001,131210077041005.00,'007704','1005','007704':'1005'
33.705999999999996_-84.50399999999999,131210077033010.00,'007703','3010','007703':'3010'
33.711999999999996_-84.35600000000001,131210069002015.00,'006900','2015','006900':'2015'
33.654_-84.39200000000001,131210072002006.00,'007200','2006','007200':'2006'
33.78_-84.37799999999999,131210012011006.00,'001201','1006','001201':'1006'
33.758_-84.461,131210083021003.00,'008302','1003','008302':'1003'
33.716_-84.446,131210080002008.00,'008000','2008','008000':'2008'
33.773_-84.348,130890202002011.00,'020200','2011','020200':'2011'
33.75_-84.42399999999999,131210039002003.00,'003900','2003','003900':'2003'
33.703_-84.42,131210066012023.00,'006601','2023','006601':'2023'
33.694_-84.49600000000001,131210077043032.00,'007704','3032','007704':'3032'
33.67_-84.39299999999999,131210073002000.00,'007300','2000','007300':'2000'
33.689_-84.35700000000001,131210070022001.00,'007002','2001','007002':'2001'
33.783_-84.47399999999999,131210086012018.00,'008601','2018','008601':'2018'
33.671_-84.39399999999999,131210073002003.00,'007300','2003','007300':'2003'
33.806_-84.421,131210089024017.00,'008902','4017','008902':'4017'
33.759_-84.324,130890207001005.00,'020700','1005','020700':'1005'
33.819_-84.355,131210092003030.00,'009200','3030','009200':'3030'
33.711_-84.417,131210065002005.00,'006500','2005','006500':'2005'
33.81_-84.47200000000001,131210088002031.00,'008800','2031','008800':'2031'
33.751999999999995_-84.491,131210078082002.00,'007808','2002','007808':'2002'
33.708_-84.351,131210071002000.00,'007100','2000','007100':'2000'
33.75_-84.47399999999999,131210081024005.00,'008102','4005','008102':'4005'
33.707_-84.42,131210066012013.00,'006601','2013','006601':'2013'
33.762_-84.41799999999999,131210024001010.00,'002400','1010','002400':'1010'
33.708_-84.41799999999999,131210065002010.00,'006500','2010','006500':'2010'
33.751_-84.302,130890208021005.00,'020802','1005','020802':'1005'
33.828_-84.365,131210094033016.00,'009403','3016','009403':'3016'
33.77_-84.493,131210082013012.00,'008201','3012','008201':'3012'
33.652_-84.368,131210072002025.00,'007200','2025','007200':'2025'
33.703_-84.51899999999999,131210078021020.00,'007802','1020','007802':'1020'
33.717_-84.44,131210080002003.00,'008000','2003','008000':'2003'
33.766999999999996_-84.49700000000001,131210078071000.00,'007807','1000','007807':'1000'
33.789_-84.365,131210002003004.00,'000200','3004','000200':'3004'
