Tract_block,quarter,HOMICIDE,PERSONAL,PROP
'020802':'2015',2015Q2,0,1,1
'020802':'2015',2016Q1,0,1,0
'020802':'2015',2017Q2,0,0,2
'020802':'2016',2009Q2,0,0,1
'020802':'2016',2009Q4,0,1,0
'020802':'2016',2010Q4,0,0,1
'020802':'2016',2012Q1,0,0,1
'020802':'2016',2014Q3,0,0,1
'020802':'2016',2015Q4,0,0,1
'020802':'2016',2017Q1,0,0,1
'020802':'2018',2009Q1,0,1,5
'020802':'2018',2009Q2,0,2,7
'020802':'2018',2009Q3,0,2,14
'020802':'2018',2009Q4,0,0,8
'020802':'2018',2010Q1,0,2,5
'020802':'2018',2010Q2,0,1,9
'020802':'2018',2010Q3,0,2,4
'020802':'2018',2010Q4,0,1,1
'020802':'2018',2011Q1,0,0,3
'020802':'2018',2011Q2,0,1,1
'020802':'2018',2011Q3,0,1,3
'020802':'2018',2011Q4,0,0,3
'020802':'2018',2012Q2,0,2,3
'020802':'2018',2012Q3,0,2,5
'020802':'2018',2012Q4,0,1,4
'020802':'2018',2013Q1,0,5,3
'020802':'2018',2013Q2,0,1,4
'020802':'2018',2013Q3,0,2,2
'020802':'2018',2013Q4,0,1,1
'020802':'2018',2014Q1,0,0,2
'020802':'2018',2014Q2,0,2,0
'020802':'2018',2014Q3,0,1,1
'020802':'2018',2014Q4,0,1,3
'020802':'2018',2015Q1,0,0,4
'020802':'2018',2015Q2,0,1,0
'020802':'2018',2015Q3,0,0,2
'020802':'2018',2015Q4,0,1,3
'020802':'2018',2016Q1,0,1,7
'020802':'2018',2016Q2,0,1,1
'020802':'2018',2016Q3,0,2,4
'020802':'2018',2016Q4,0,0,2
'020802':'2018',2017Q1,0,0,4
'020802':'2018',2017Q2,0,0,1
'020802':'2018',2017Q3,0,1,5
'020802':'2018',2018Q1,0,0,6
'020802':'2018',2018Q2,0,1,2
'020802':'2018',2018Q3,0,0,3
'020802':'2018',2018Q4,0,0,2
'020802':'2018',2019Q1,0,0,1
'020802':'2019',2009Q1,0,7,3
'020802':'2019',2009Q2,0,4,2
'020802':'2019',2009Q3,0,3,4
'020802':'2019',2009Q4,0,1,2
'020802':'2019',2010Q1,0,0,2
'020802':'2019',2010Q2,0,5,9
'020802':'2019',2010Q3,0,4,5
'020802':'2019',2010Q4,0,4,2
'020802':'2019',2011Q1,0,3,2
'020802':'2019',2011Q2,0,1,3
'020802':'2019',2011Q3,0,1,3
'020802':'2019',2011Q4,0,3,3
'020802':'2019',2012Q1,0,1,2
'020802':'2019',2012Q2,0,5,9
'020802':'2019',2012Q3,0,4,4
'020802':'2019',2012Q4,0,6,5
'020802':'2019',2013Q1,0,8,9
'020802':'2019',2013Q2,0,3,11
'020802':'2019',2013Q3,0,7,1
'020802':'2019',2013Q4,0,3,3
'020802':'2019',2014Q1,0,1,7
'020802':'2019',2014Q2,0,2,1
'020802':'2019',2014Q3,0,5,7
'020802':'2019',2014Q4,0,1,1
'020802':'2019',2015Q1,0,4,1
'020802':'2019',2015Q2,0,3,4
'020802':'2019',2015Q3,0,1,3
'020802':'2019',2015Q4,0,0,2
'020802':'2019',2016Q1,0,1,4
'020802':'2019',2016Q2,0,4,1
'020802':'2019',2016Q3,0,2,4
'020802':'2019',2016Q4,0,0,3
'020802':'2019',2017Q1,0,0,4
'020802':'2019',2017Q2,0,0,1
'020802':'2019',2017Q3,0,2,2
'020802':'2019',2017Q4,0,1,4
'020802':'2019',2018Q1,0,0,3
'020802':'2019',2018Q2,0,0,2
'020802':'2019',2018Q3,0,1,1
'020802':'2019',2018Q4,0,1,1
'020802':'2019',2019Q1,0,1,0
'020802':'2020',2009Q1,0,3,3
'020802':'2020',2009Q2,0,3,3
'020802':'2020',2009Q3,0,3,5
'020802':'2020',2009Q4,0,3,4
'020802':'2020',2010Q1,0,0,2
'020802':'2020',2010Q2,0,3,1
'020802':'2020',2010Q3,0,4,0
'020802':'2020',2010Q4,0,3,6
'020802':'2020',2011Q1,0,2,2
'020802':'2020',2011Q2,0,2,3
'020802':'2020',2011Q3,0,1,5
'020802':'2020',2011Q4,0,0,2
'020802':'2020',2012Q1,0,3,3
'020802':'2020',2012Q2,0,4,6
'020802':'2020',2012Q3,0,2,3
'020802':'2020',2012Q4,0,7,5
'020802':'2020',2013Q1,0,10,5
'020802':'2020',2013Q2,0,6,0
'020802':'2020',2013Q3,0,2,0
'020802':'2020',2013Q4,0,2,0
'020802':'2020',2014Q1,0,0,1
'020802':'2020',2014Q2,0,0,1
'020802':'2020',2014Q3,0,0,6
'020802':'2020',2014Q4,0,0,4
'020802':'2020',2015Q1,0,2,1
'020802':'2020',2015Q2,0,0,2
'020802':'2020',2015Q3,1,2,0
'020802':'2020',2015Q4,0,2,2
'020802':'2020',2016Q1,0,0,2
'020802':'2020',2016Q2,0,0,4
'020802':'2020',2016Q3,0,4,3
'020802':'2020',2016Q4,0,0,8
'020802':'2020',2017Q1,0,1,4
'020802':'2020',2017Q3,0,1,2
'020802':'2020',2017Q4,0,1,2
'020802':'2020',2018Q3,0,0,2
'020802':'2020',2018Q4,0,1,0
'020802':'2020',2019Q1,0,2,1
'020802':'2021',2009Q4,0,1,0
'020802':'2021',2010Q3,0,1,0
'020802':'2021',2012Q1,0,0,1
'020802':'2021',2013Q1,0,1,0
'020802':'2021',2013Q2,0,1,0
'020802':'2021',2016Q3,0,1,0
'020802':'2021',2017Q3,0,0,1
'020802':'2021',2017Q4,0,2,0
'020802':'2021',2019Q1,0,0,1
'020802':'2022',2009Q3,0,1,0
'020802':'2022',2009Q4,0,0,1
'020802':'2022',2012Q3,0,1,0
'020802':'2022',2014Q2,0,1,0
'020802':'2022',2014Q4,0,0,1
'020802':'2022',2016Q4,0,2,0
'020802':'2022',2017Q4,0,1,0
'020802':'2022',2018Q4,0,0,1
'020802':'2024',2009Q1,0,0,2
'020802':'2024',2009Q2,0,0,2
'020802':'2024',2009Q3,0,1,2
'020802':'2024',2010Q2,0,1,0
'020802':'2024',2010Q3,0,1,1
'020802':'2024',2010Q4,0,0,1
'020802':'2024',2011Q1,0,1,0
'020802':'2024',2011Q2,0,1,0
'020802':'2024',2011Q3,0,0,2
'020802':'2024',2011Q4,0,1,2
'020802':'2024',2012Q2,0,0,2
'020802':'2024',2013Q2,0,0,3
'020802':'2024',2013Q3,0,1,2
'020802':'2024',2013Q4,0,0,1
'020802':'2024',2014Q2,0,0,1
'020802':'2024',2014Q3,0,1,1
'020802':'2024',2015Q2,0,0,2
'020802':'2024',2015Q3,0,0,2
'020802':'2024',2015Q4,0,1,0
'020802':'2024',2016Q1,0,1,0
'020802':'2024',2016Q3,0,0,1
'020802':'2024',2016Q4,0,0,1
'020802':'2024',2017Q4,0,0,1
'020802':'2024',2019Q1,0,1,0
'020802':'2025',2009Q1,0,2,0
'020802':'2025',2009Q2,0,1,1
'020802':'2025',2009Q3,0,3,2
'020802':'2025',2009Q4,0,0,3
'020802':'2025',2010Q1,0,0,2
'020802':'2025',2010Q2,0,0,1
'020802':'2025',2010Q4,0,1,1
'020802':'2025',2011Q2,0,2,0
'020802':'2025',2011Q3,0,1,0
'020802':'2025',2011Q4,0,0,1
'020802':'2025',2012Q2,0,1,1
'020802':'2025',2012Q3,0,1,3
'020802':'2025',2012Q4,0,0,2
'020802':'2025',2013Q1,0,1,2
'020802':'2025',2013Q2,0,0,5
'020802':'2025',2013Q3,0,1,2
'020802':'2025',2013Q4,0,1,2
'020802':'2025',2014Q2,0,1,4
'020802':'2025',2014Q3,0,5,2
'020802':'2025',2015Q1,0,1,2
'020802':'2025',2015Q2,0,1,0
'020802':'2025',2015Q4,0,1,2
'020802':'2025',2016Q1,0,0,1
'020802':'2025',2016Q2,0,2,3
'020802':'2025',2016Q3,0,0,3
'020802':'2025',2016Q4,0,1,3
'020802':'2025',2017Q1,0,0,1
'020802':'2025',2017Q2,0,0,3
'020802':'2025',2017Q3,0,3,1
'020802':'2025',2017Q4,0,1,3
'020802':'2025',2018Q2,0,0,1
'020802':'2025',2018Q3,0,1,0
'020802':'2025',2018Q4,0,0,1
'020802':'2025',2019Q1,0,1,0
'020802':'2026',2009Q1,0,0,1
'020802':'2026',2013Q1,0,0,1
'020802':'2026',2013Q4,0,0,1
'020802':'2026',2015Q4,0,0,1
'020802':'2026',2016Q1,0,1,0
'020802':'2026',2016Q2,0,0,2
'020802':'2026',2017Q3,0,0,1
'020802':'3000',2009Q2,0,1,0
'020802':'3000',2011Q3,0,0,2
'020802':'3000',2011Q4,0,1,0
'020802':'3000',2012Q2,0,0,1
'020802':'3000',2013Q2,0,1,0
'020802':'3000',2013Q3,0,1,0
'020802':'3000',2014Q4,0,0,1
'020802':'3000',2016Q1,0,0,1
'020802':'3000',2017Q3,0,0,1
'020802':'3001',2009Q3,0,0,2
'020802':'3001',2010Q1,0,0,2
'020802':'3001',2011Q2,0,0,1
'020802':'3001',2012Q1,0,0,1
'020802':'3001',2014Q1,0,0,1
'020802':'3001',2014Q4,0,0,1
'020802':'3001',2015Q2,0,0,1
'020802':'3001',2016Q1,0,0,1
'020802':'3001',2016Q4,0,0,1
'020802':'3002',2010Q2,0,1,0
'020802':'3002',2011Q3,0,0,2
'020802':'3002',2011Q4,0,0,1
'020802':'3002',2012Q3,0,0,1
'020802':'3002',2012Q4,0,1,0
'020802':'3002',2014Q2,0,1,0
'020802':'3002',2015Q1,0,0,1
'020802':'3002',2015Q3,0,1,0
'020802':'3002',2016Q3,0,1,1
'020802':'3002',2017Q2,0,0,1
'020802':'3002',2017Q4,0,0,2
'020802':'3002',2018Q2,0,0,1
'020802':'3002',2018Q3,0,0,1
'020802':'3003',2009Q4,0,0,1
'020802':'3003',2011Q1,0,0,1
'020802':'3003',2012Q1,0,1,0
'020802':'3003',2015Q2,0,0,1
'020802':'3003',2016Q4,0,0,2
'020802':'3003',2018Q4,0,0,1
'020802':'3004',2009Q2,0,0,1
'020802':'3004',2010Q3,0,1,0
'020802':'3004',2011Q3,0,1,0
'020802':'3004',2014Q3,0,0,1
'020802':'3004',2016Q1,0,0,1
'020802':'3004',2017Q3,0,0,1
'020802':'3005',2009Q2,0,0,1
'020802':'3005',2009Q3,0,0,2
'020802':'3005',2009Q4,0,0,1
'020802':'3005',2010Q3,0,0,1
'020802':'3005',2011Q4,0,1,0
'020802':'3005',2012Q1,0,0,1
'020802':'3005',2013Q1,0,0,1
'020802':'3005',2014Q1,0,0,1
'020802':'3005',2014Q3,0,0,1
'020802':'3005',2015Q4,0,0,1
'020802':'3005',2016Q1,0,0,1
'020802':'3005',2016Q2,0,0,1
'020802':'3005',2016Q4,0,0,1
'020802':'3005',2018Q4,0,0,1
'020802':'3006',2009Q4,0,0,2
'020802':'3006',2010Q3,0,0,1
'020802':'3006',2011Q1,0,0,1
'020802':'3006',2011Q2,0,0,1
'020802':'3006',2014Q3,0,0,1
'020802':'3006',2016Q1,0,0,1
'020802':'3007',2009Q1,0,0,1
'020802':'3007',2009Q2,0,0,1
'020802':'3007',2009Q4,0,0,1
'020802':'3007',2011Q1,0,0,3
'020802':'3007',2011Q2,0,0,2
'020802':'3007',2011Q3,0,0,1
'020802':'3007',2013Q2,0,0,1
'020802':'3007',2014Q3,0,0,1
'020802':'3007',2014Q4,0,1,0
'020802':'3007',2015Q2,0,0,1
'020802':'3007',2015Q3,0,0,2
'020802':'3007',2017Q1,0,0,1
'020802':'3007',2017Q4,0,0,1
'020802':'3008',2009Q1,0,0,1
'020802':'3008',2009Q2,0,1,0
'020802':'3008',2009Q3,0,0,1
'020802':'3008',2009Q4,0,0,1
'020802':'3008',2010Q2,0,0,1
'020802':'3008',2013Q3,0,0,1
'020802':'3008',2014Q1,0,0,1
'020802':'3008',2015Q3,0,0,1
'020802':'3008',2016Q2,0,0,1
'020802':'3008',2016Q3,0,0,1
'020802':'3008',2017Q2,0,0,1
'020802':'3008',2018Q3,0,1,0
'020802':'3009',2009Q1,0,0,2
'020802':'3009',2009Q3,0,1,1
'020802':'3009',2009Q4,0,0,1
'020802':'3009',2010Q3,0,0,1
'020802':'3009',2010Q4,0,0,1
'020802':'3009',2012Q3,0,0,2
'020802':'3009',2015Q3,0,1,0
'020802':'3009',2015Q4,0,0,1
'020802':'3009',2017Q2,0,0,1
'020802':'3009',2017Q4,0,0,2
'020802':'3009',2018Q2,0,0,1
'020802':'3010',2015Q2,0,0,1
'020802':'3010',2015Q3,0,0,1
'020802':'3010',2018Q1,0,1,0
'020802':'3011',2010Q1,0,0,1
'020802':'3011',2010Q3,0,0,1
'020802':'3011',2016Q4,0,0,1
'020802':'4000',2009Q1,0,0,2
'020802':'4000',2009Q2,0,1,0
'020802':'4000',2009Q3,0,0,2
'020802':'4000',2009Q4,0,1,1
'020802':'4000',2010Q1,0,1,2
'020802':'4000',2010Q2,0,0,2
'020802':'4000',2010Q3,0,3,2
'020802':'4000',2010Q4,0,6,2
'020802':'4000',2011Q1,0,3,3
'020802':'4000',2011Q2,0,2,7
'020802':'4000',2011Q3,0,2,9
'020802':'4000',2011Q4,0,0,6
'020802':'4000',2012Q1,0,1,9
'020802':'4000',2012Q2,0,3,4
'020802':'4000',2012Q3,0,3,3
'020802':'4000',2012Q4,0,1,5
'020802':'4000',2013Q1,0,0,5
'020802':'4000',2013Q2,0,1,7
'020802':'4000',2013Q3,0,1,6
'020802':'4000',2013Q4,0,2,6
'020802':'4000',2014Q1,0,0,5
'020802':'4000',2014Q2,0,0,3
'020802':'4000',2014Q3,0,1,6
'020802':'4000',2014Q4,0,0,2
'020802':'4000',2015Q1,0,0,1
'020802':'4000',2015Q2,0,2,6
'020802':'4000',2015Q3,0,1,0
'020802':'4000',2015Q4,0,0,3
'020802':'4000',2016Q1,0,2,4
'020802':'4000',2016Q2,0,2,1
'020802':'4000',2016Q3,0,0,4
'020802':'4000',2016Q4,0,1,5
'020802':'4000',2017Q1,0,1,1
'020802':'4000',2017Q2,0,0,8
'020802':'4000',2017Q3,0,1,4
'020802':'4000',2017Q4,0,1,5
'020802':'4000',2018Q1,0,1,2
'020802':'4000',2018Q2,0,2,2
'020802':'4000',2018Q3,0,1,0
'020802':'4000',2018Q4,0,1,0
'020802':'4000',2019Q1,0,0,1
'020802':'4001',2009Q1,0,0,1
'020802':'4001',2009Q2,0,0,1
'020802':'4001',2009Q3,0,1,1
'020802':'4001',2009Q4,0,1,2
'020802':'4001',2010Q1,0,2,3
'020802':'4001',2010Q2,0,0,2
'020802':'4001',2010Q3,0,1,2
'020802':'4001',2010Q4,0,0,1
'020802':'4001',2011Q2,0,1,3
'020802':'4001',2012Q2,0,2,2
'020802':'4001',2012Q3,0,0,1
'020802':'4001',2012Q4,0,1,1
'020802':'4001',2013Q1,0,0,1
'020802':'4001',2013Q2,0,0,1
'020802':'4001',2014Q2,0,0,1
'020802':'4001',2014Q4,0,1,6
'020802':'4001',2015Q2,0,0,1
'020802':'4001',2015Q3,0,0,1
'020802':'4001',2015Q4,0,0,1
'020802':'4001',2016Q1,0,0,2
'020802':'4001',2016Q2,0,0,1
'020802':'4001',2016Q3,0,1,2
'020802':'4001',2017Q1,0,0,1
'020802':'4001',2017Q2,0,0,1
'020802':'4001',2017Q3,0,0,5
'020802':'4001',2017Q4,0,0,1
'020802':'4001',2018Q2,0,0,1
'020802':'4001',2018Q3,0,0,2
'020802':'4001',2018Q4,0,0,1
'020802':'4002',2009Q1,0,0,1
'020802':'4002',2009Q2,0,0,2
'020802':'4002',2009Q3,0,0,2
'020802':'4002',2009Q4,0,0,3
'020802':'4002',2010Q3,0,1,2
'020802':'4002',2010Q4,0,0,2
'020802':'4002',2011Q2,0,0,1
'020802':'4002',2012Q1,0,0,4
'020802':'4002',2013Q1,0,0,1
'020802':'4002',2013Q2,0,0,1
'020802':'4002',2013Q3,0,0,1
'020802':'4002',2013Q4,0,0,2
'020802':'4002',2014Q4,0,0,2
'020802':'4002',2015Q3,0,0,1
'020802':'4002',2015Q4,0,0,1
'020802':'4002',2016Q2,0,0,1
'020802':'4002',2016Q3,0,0,5
'020802':'4002',2017Q1,0,1,0
'020802':'4002',2017Q2,0,2,2
'020802':'4002',2017Q3,0,0,1
'020802':'4002',2018Q1,0,1,1
'020802':'4002',2018Q2,0,0,1
'020802':'4003',2009Q2,0,0,1
'020802':'4003',2010Q3,0,0,1
'020802':'4003',2011Q2,0,0,1
'020802':'4003',2012Q1,0,0,1
'020802':'4003',2012Q4,0,0,1
'020802':'4003',2015Q2,0,0,1
'020802':'4003',2016Q4,0,0,1
'020802':'4004',2009Q1,0,1,0
'020802':'4004',2009Q2,0,0,1
'020802':'4004',2009Q3,0,1,1
'020802':'4004',2009Q4,0,0,1
'020802':'4004',2010Q1,0,0,1
'020802':'4004',2010Q2,0,0,1
'020802':'4004',2011Q1,0,0,1
'020802':'4004',2011Q2,0,0,1
'020802':'4004',2011Q3,0,1,2
'020802':'4004',2011Q4,0,0,2
'020802':'4004',2012Q1,0,1,0
'020802':'4004',2012Q2,0,1,0
'020802':'4004',2012Q4,0,0,1
'020802':'4004',2013Q2,0,0,1
'020802':'4004',2013Q4,0,0,1
'020802':'4004',2014Q2,0,1,0
'020802':'4004',2015Q1,0,0,1
'020802':'4004',2015Q3,0,0,1
'020802':'4004',2015Q4,0,0,1
'020802':'4004',2016Q2,0,0,1
'020802':'4004',2016Q3,0,0,1
'020802':'4004',2017Q3,0,0,1
'020802':'4005',2010Q3,0,0,2
'020802':'4005',2011Q1,0,0,2
'020802':'4005',2011Q4,0,0,1
'020802':'4005',2015Q1,0,1,0
'020802':'4005',2016Q1,0,1,0
'020802':'4006',2009Q1,0,0,1
'020802':'4006',2010Q1,0,1,0
'020802':'4006',2010Q4,0,0,1
'020802':'4006',2011Q1,0,0,1
'020802':'4006',2011Q2,0,0,1
'020802':'4006',2014Q2,0,0,1
'020802':'4006',2014Q4,0,1,0
'020802':'4006',2015Q2,0,0,1
'020802':'4006',2016Q2,0,0,1
'020802':'4006',2016Q3,0,1,0
'020802':'4006',2017Q2,0,1,0
'020802':'4006',2019Q1,0,0,1
'020802':'4007',2009Q4,0,0,1
'020802':'4007',2011Q4,0,0,1
'020802':'4007',2012Q1,0,0,1
'020802':'4007',2014Q1,0,0,1
'020802':'4007',2014Q4,0,0,1
'020802':'4007',2015Q2,0,0,1
'020802':'4007',2015Q4,0,0,1
'020802':'4007',2019Q1,0,0,1
'020802':'4008',2010Q1,0,0,2
'020802':'4008',2010Q3,0,1,0
'020802':'4008',2010Q4,0,0,1
'020802':'4008',2011Q1,0,0,1
'020802':'4008',2011Q2,0,0,1
'020802':'4008',2011Q3,0,0,1
'020802':'4008',2013Q2,0,0,2
'020802':'4008',2013Q3,0,1,2
'020802':'4008',2013Q4,0,0,1
'020802':'4008',2014Q2,0,0,2
'020802':'4008',2014Q3,0,0,1
'020802':'4008',2015Q2,0,0,1
'020802':'4008',2015Q4,0,0,1
'020802':'4008',2016Q4,0,0,2
'020802':'4008',2017Q2,0,0,1
'020802':'4008',2018Q4,0,0,1
'020802':'4009',2009Q1,0,0,3
'020802':'4009',2009Q2,0,1,1
'020802':'4009',2009Q3,0,0,2
'020802':'4009',2009Q4,0,1,2
'020802':'4009',2010Q1,0,2,1
'020802':'4009',2010Q2,0,0,1
'020802':'4009',2010Q3,0,0,1
'020802':'4009',2011Q1,0,1,0
'020802':'4009',2011Q2,0,0,2
'020802':'4009',2011Q3,0,1,2
'020802':'4009',2012Q1,0,2,2
'020802':'4009',2012Q2,0,1,0
'020802':'4009',2012Q3,0,1,0
'020802':'4009',2012Q4,0,0,1
'020802':'4009',2013Q2,0,0,1
'020802':'4009',2013Q3,0,0,1
'020802':'4009',2013Q4,0,0,1
'020802':'4009',2014Q2,0,1,0
'020802':'4009',2014Q3,0,0,2
'020802':'4009',2015Q2,0,1,1
'020802':'4009',2015Q3,0,1,1
'020802':'4009',2015Q4,0,0,1
'020802':'4009',2016Q1,0,0,1
'020802':'4009',2016Q2,0,0,1
'020802':'4009',2016Q4,0,0,2
'020802':'4009',2017Q1,0,0,1
'020802':'4009',2017Q3,0,0,3
'020802':'4009',2018Q3,0,0,2
'020802':'4010',2009Q1,0,0,1
'020802':'4010',2009Q2,0,1,1
'020802':'4010',2009Q4,0,0,1
'020802':'4010',2010Q1,0,0,1
'020802':'4010',2010Q3,0,1,0
'020802':'4010',2010Q4,0,0,1
'020802':'4010',2011Q4,0,0,1
'020802':'4010',2012Q2,0,1,2
'020802':'4010',2014Q3,0,0,1
'020802':'4010',2015Q2,0,0,2
'020802':'4010',2015Q4,0,0,1
'020802':'4010',2018Q4,0,0,1
'020802':'4011',2009Q1,0,0,1
'020802':'4011',2009Q2,0,1,0
'020802':'4011',2011Q3,0,0,1
'020802':'4011',2013Q3,0,0,1
'020802':'4011',2015Q3,0,0,1
'020802':'4011',2016Q1,0,0,1
'020802':'4011',2017Q3,0,0,1
'020802':'4012',2009Q3,0,0,1
'020802':'4012',2010Q4,0,0,1
'020802':'4012',2011Q1,0,1,0
'020802':'4012',2011Q2,0,0,1
'020802':'4012',2011Q3,0,0,2
'020802':'4012',2012Q2,0,0,1
'020802':'4012',2012Q3,0,0,2
'020802':'4012',2013Q2,0,0,3
'020802':'4012',2014Q1,0,0,1
'020802':'4012',2015Q1,0,0,1
'020802':'4012',2015Q2,0,1,1
'020802':'4012',2015Q3,0,0,1
'020802':'4012',2016Q1,0,1,0
'020802':'4012',2016Q2,0,0,2
'020802':'4012',2016Q3,0,0,1
'020802':'4012',2017Q2,1,0,0
'020802':'4012',2018Q1,0,1,0
'020802':'4012',2018Q2,0,0,1
'020802':'4012',2018Q3,0,0,1
'020802':'4013',2009Q1,0,1,0
'020802':'4013',2009Q4,0,0,1
'020802':'4013',2010Q3,0,0,1
'020802':'4013',2012Q1,0,0,1
'020802':'4013',2012Q2,0,0,1
'020802':'4013',2013Q2,0,0,1
'020802':'4013',2015Q2,0,0,1
'020802':'4013',2015Q3,0,0,1
'020802':'4013',2016Q1,0,0,1
'020802':'4013',2017Q4,0,0,1
'020802':'4013',2018Q2,0,0,1
'020802':'4013',2018Q4,0,0,1
'020802':'4014',2009Q1,0,0,1
'020802':'4014',2010Q1,0,0,1
'020802':'4014',2010Q3,0,0,1
'020802':'4014',2011Q1,0,0,1
'020802':'4014',2011Q4,0,1,0
'020802':'4014',2012Q2,0,0,1
'020802':'4014',2012Q4,0,0,1
'020802':'4014',2013Q4,0,0,1
'020802':'4014',2014Q4,0,0,1
'020802':'4014',2015Q4,0,0,1
'020802':'4014',2016Q3,0,1,0
'020802':'4014',2016Q4,0,0,1
'020802':'4014',2017Q1,0,1,1
'020802':'4014',2017Q3,0,0,1
'020802':'4014',2018Q4,0,0,1
'020802':'4015',2009Q3,0,0,1
'020802':'4015',2009Q4,0,0,1
'020802':'4015',2011Q1,0,0,1
'020802':'4015',2012Q3,0,0,1
'020802':'4015',2014Q2,0,0,1
'020802':'4015',2014Q4,0,0,1
'020802':'4015',2015Q3,0,0,1
'020802':'4015',2016Q3,0,0,2
'020802':'4015',2016Q4,0,1,0
'020802':'4015',2017Q2,0,0,1
'020802':'4015',2017Q3,0,1,0
'020802':'4016',2009Q2,0,0,1
'020802':'4016',2009Q3,0,0,1
'020802':'4016',2009Q4,0,0,1
'020802':'4016',2010Q2,0,1,1
'020802':'4016',2010Q3,0,0,1
'020802':'4016',2010Q4,0,0,1
'020802':'4016',2011Q1,0,0,2
'020802':'4016',2011Q3,0,0,1
'020802':'4016',2012Q2,0,0,2
'020802':'4016',2013Q3,0,0,1
'020802':'4016',2013Q4,0,0,2
'020802':'4016',2014Q2,0,1,2
'020802':'4016',2015Q2,0,0,1
'020802':'4016',2015Q3,0,0,1
'020802':'4016',2016Q3,0,0,1
'020802':'4016',2018Q1,0,0,2
'020802':'4016',2019Q1,0,0,1
'020802':'4017',2009Q1,0,1,1
'020802':'4017',2009Q3,0,0,1
'020802':'4017',2010Q4,0,0,1
'020802':'4017',2011Q1,0,0,1
'020802':'4017',2011Q3,0,0,1
'020802':'4017',2012Q2,0,1,0
'020802':'4017',2012Q4,0,0,1
'020802':'4017',2013Q2,0,0,1
'020802':'4017',2013Q4,0,0,1
'020802':'4017',2015Q3,0,0,1
'020802':'4017',2016Q3,0,1,1
'020802':'4017',2016Q4,0,0,1
'020802':'4017',2017Q4,0,0,3
'020802':'4017',2018Q1,0,0,2
'020802':'4017',2018Q3,0,0,1
'020802':'4017',2019Q1,0,0,1
'020802':'4018',2009Q2,0,0,2
'020802':'4018',2010Q4,0,0,1
'020802':'4018',2011Q2,0,1,0
'020802':'4018',2013Q2,0,0,1
'020802':'4018',2014Q1,0,0,1
'020802':'4018',2014Q2,0,0,1
'020802':'4018',2014Q3,0,0,1
'020802':'4018',2016Q3,0,0,1
'020802':'4018',2016Q4,0,0,1
'020802':'4018',2017Q3,0,1,2
'020802':'4018',2018Q1,0,0,1
'020802':'4018',2018Q4,0,0,1
'020802':'4019',2009Q1,0,1,0
'020802':'4019',2009Q3,0,0,2
'020802':'4019',2011Q4,0,0,1
'020802':'4019',2012Q2,0,1,0
'020802':'4019',2016Q3,0,0,1
'020802':'4019',2016Q4,0,0,2
'020802':'4019',2018Q3,0,0,1
'020802':'4020',2010Q4,0,0,2
'020802':'4020',2011Q1,0,0,1
'020802':'4020',2011Q2,0,0,3
'020802':'4020',2012Q4,0,1,0
'020802':'4020',2013Q1,0,0,1
'020802':'4021',2009Q2,0,0,2
'020802':'4021',2010Q1,0,0,1
'020802':'4021',2010Q4,0,0,1
'020802':'4021',2011Q2,0,0,1
'020802':'4021',2011Q3,0,0,1
'020802':'4021',2011Q4,0,0,1
'020802':'4021',2012Q1,0,0,1
'020802':'4021',2012Q2,0,0,1
'020802':'4021',2012Q4,0,0,1
'020802':'4021',2013Q3,0,0,1
'020802':'4021',2014Q1,0,0,1
'020802':'4021',2016Q2,0,0,2
'020802':'4021',2016Q3,0,0,3
'020802':'4021',2018Q1,0,0,1
'020802':'4022',2009Q3,0,0,2
'020802':'4022',2010Q1,0,0,1
'020802':'4022',2015Q4,0,0,1
'020802':'4023',2009Q2,0,2,1
'020802':'4023',2009Q3,0,0,2
'020802':'4023',2009Q4,0,1,0
'020802':'4023',2010Q2,0,1,4
'020802':'4023',2010Q4,0,1,0
'020802':'4023',2011Q1,0,0,3
'020802':'4023',2011Q2,0,0,2
'020802':'4023',2012Q4,0,0,3
'020802':'4023',2013Q1,0,0,1
'020802':'4023',2013Q2,0,0,2
'020802':'4023',2014Q2,0,0,2
'020802':'4023',2015Q1,0,0,1
'020802':'4023',2016Q1,0,0,1
'020802':'4023',2016Q2,0,0,1
'020802':'4023',2016Q3,0,0,1
'020802':'4023',2017Q1,0,1,0
'020802':'4023',2017Q2,0,1,0
'020802':'4023',2018Q2,0,0,4
'020802':'4024',2009Q1,0,0,2
'020802':'4024',2009Q2,0,1,4
'020802':'4024',2009Q3,0,0,1
'020802':'4024',2009Q4,0,0,1
'020802':'4024',2010Q1,0,0,1
'020802':'4024',2010Q3,0,0,1
'020802':'4024',2010Q4,0,0,1
'020802':'4024',2011Q1,0,0,2
'020802':'4024',2011Q2,0,0,1
'020802':'4024',2011Q4,0,0,1
'020802':'4024',2012Q1,0,0,2
'020802':'4024',2012Q2,0,0,1
'020802':'4024',2012Q3,0,0,1
'020802':'4024',2013Q1,0,0,3
'020802':'4024',2013Q2,0,1,0
'020802':'4024',2015Q3,0,0,2
'020802':'4024',2015Q4,0,0,3
'020802':'4024',2016Q2,0,0,1
'020802':'4024',2016Q4,0,0,1
'020802':'4024',2017Q1,0,1,1
'020802':'4024',2017Q3,0,1,0
'020802':'4024',2017Q4,0,0,1
'020802':'4024',2018Q1,0,0,2
'020802':'4024',2018Q2,0,0,2
'020802':'4024',2018Q3,0,0,1
